created_at,id,text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Mon Apr 01 20:07:18 +0000 2019,1112808678095273984,Can Labor Immigration Work for Refugees? @refugeesdeeply https://t.co/BQKZsKpezS,1,2,961517935,Kirby Hammond,KirbyJHammond,Winnipeg,Canadian Documentary Filmmaker #withrefugees #refugees,23340,21227,Canada,
Mon Apr 01 21:25:58 +0000 2019,1112828477114384384,Can Labor Immigration Work for Refugees? @martinruhs at @refugeesdeeply https://t.co/OkxHoBRCqh,0,1,950008920302673920,David Hojman,DavidHojman,Barcelona,Migrant l Lawyer l Global Governance & Migration l My personal account is @davidhoj,453,154,,MartinRuhs|refugeesdeeply
Mon Apr 01 22:24:48 +0000 2019,1112843279475904513,Day 2 started with the Crossing the Line company crossing the Brownsville &amp; Matamoros International Bridge to deliv… https://t.co/rcFYzFA5PI,1,1,44927115,Kitchen Dog Theater,Kitchen_Dog,"Dallas, Texas","We make theater that questions the nature of justice, morality, and human freedom. For tickets call 214-953-1055 or email admin@kitchendogtheater.org !",645,2203,,
Mon Apr 01 20:17:55 +0000 2019,1112811349338279936,@JamieRalstonjd @OorDayHasCame I have a slight suspicion that post brexit perhaps Scots will go against immigration… https://t.co/ojcCQ4K6Zm,5,1,783676030078836736,C Roberts(Tweets from an occupied Scotland),CRobertsonUK,the last colony,"Pro INDY. Pro EU. Anti Tory, red/blue or orange varieties. Anti MSM, BBC as extension of Govt. Sweary B @ times.

I do politics, satire with it.",4594,6455,,OorDayHasCame
Mon Apr 01 20:36:38 +0000 2019,1112816059776565248,"@Petunia22255042 @MarcMillerVM @cathmckenna @JustinTrudeau @liberal_party You should google immigration numbers, th… https://t.co/cst9kXgLxS",3,1,8.37818E+17,Beerburgers&movies,Beerburgermovie,"Calgary, Alberta","Dad, worker and frustrated creative. Frequently impressed by humanity’s potential for kindness, stupidity and malice. Racism & inequality are unacceptable",142,229,,TheTattooedProf
Mon Apr 01 23:24:20 +0000 2019,1112858263387885569,"REMEMBER:

""Undocumented alien"" is a euphemism for ""illegal immigrant"" used by people who don't want to admit that… https://t.co/7eCFAZsfaw",3,1,3193761869,Aleks. K. Shaw,alekskshaw,,#Christian | #American | #Trump #Warrior | #ILoveAmerica | #MAGA2020 | #SaveAmerica | #1A | #2A | #ProLife | #ProIsrael #SupportTheBlue | #FightVoterFraud,2253,1117,,CNN|Giorgi_Gogia|Reaproy|Refugees|UN|unhcr
Mon Apr 01 20:27:30 +0000 2019,1112813760371023872,"Can anyone convince me that the increase in previously eradicated diseases is not because of all the illegals, refu… https://t.co/hc6axpXNDq",1,1,61905775,Un Known Wolverine,FrankandFroogle,Northwest U.S.,"Veteran: Wise with wisdom, so I don't leap from tall buildings anymore. Love Australian Cattle dogs (http://rescueme.org). Still Alzheimer's Caregiver. MAGA",6508,7879,Haghighian|refugees,la_Biennale
Wed Apr 10 21:18:39 +0000 2019,1116088126613495810,A lot of “tough on immigration” folks say they want refugees to do things “the right way.” My short film with… https://t.co/nxZWcIjZ1u,15,6,50811682,James Fredrick,jameslfredrick,Mexico City,"Journalist | Documentarian | Mexico | Colorado | Hear me on @npr | Tuiteando en Spanglish | james.L.fredrick at gmail | he/him/his
https://t.co/Mkyln6uwbW",2130,5204,,
Wed Apr 10 19:34:08 +0000 2019,1116061821734199296,"@ByronYork No argument, just more Alinsky tactics from the Left and their MSM mouthpieces.

""investigation"" rather… https://t.co/ycCR3qwSUT",6,4,706919457139105792,Sunny,Sun_Shiney_Day_,🇺🇸 Sweet Land of Liberty🇺🇸,Wife. Mother. Small Business Owner. Organ Donor. Researcher. Proud American.,2368,668,,
Wed Apr 10 19:32:44 +0000 2019,1116061471887302656,"18 yrs ago this wk, @EllisIsland opened a searchable database of millions of #immigrants. Curious about the #Jewish… https://t.co/MPzL1HJczx",1,3,20094659,Spertus Institute,Spertus,"610 S. Michigan Ave. Chicago,",Chicago's Spertus Institute for Jewish Learning and Leadership. Generally behind the keyboard is Spertus Director of Communications Betsy Gomberg.,3866,3998,,
Wed Apr 10 23:23:47 +0000 2019,1116119613622951936,As climate change worsens creating the expected millions of climate refugees &amp; imperialism’s drive to war grows str… https://t.co/JiPK8pq5kZ,9,2,2367303485,Communist Party of Canada,compartycanada,Canada,The Communist Party of Canada is Canada's Party of Socialism. Founded in 1921. Canada's 2nd oldest political party. #cdnpoli ☭ 🌾⚙,3311,21529,,
Wed Apr 10 21:56:30 +0000 2019,1116097651512995841,"@learning2fly6 @MAGA2ARIGHTS Is that like the terms undocumented immigrant for illegal alien, unlicensed pharmacist… https://t.co/5QvIODSuO6",3,2,3327276157,Neven Gibbs,Gibbs4Pres,"Graham, WA",Writer Musician 2016/2020 Presidential Candidate 22 years Army Veteran Humorist Lay Sociologist World Theology Constitutional Secularist Cowboy Farrier,2383,3320,,OldManStoneZone|consmover
Wed Apr 10 23:17:14 +0000 2019,1116117967299915776,@globeandmail @globebusiness This should be a no-brainer but sadly is not. Economic immigrants lessen our dependenc… https://t.co/e0YXVzhcRo,5,2,878347708498575361,True Patriot Love🇨🇦,PatriotLov,Canada,"🇨🇦 Nationalist. Canada First! Conservative Teacher. FAAFO, the time is approaching. Losing trust in government and 👮‍♀️",3051,2966,,globeandmail|globebusiness
Wed Apr 10 22:43:00 +0000 2019,1116109353826816000,"@PeteButtigieg Same here in Upstate New York, where ""a loss for refugees hoping to come to America appears to also… https://t.co/7Ec4vt0F0p",5,2,2414714024,Jeff Piestrak,Jeff_Piestrak,"Finger Lakes region, NY, USA","Supporting healthy, self-determined people, places, and agrifood systems through networked knowledge systems

#ResistAndBuild
#DontMournOrganize",1938,808,immigration,
Wed Apr 10 18:33:26 +0000 2019,1116046546515062784,@DanCrenshawTX Because they are seeking asylum. I notice a lot of freshmen representatives from Texas conflating il… https://t.co/94YPb3PSLA,3,1,15861147,A Perfect Circlejerk,matticareforall,,Super annoying.,2366,688,,DanCrenshawTX
Wed Apr 10 18:50:03 +0000 2019,1116050730127769600,"Spying        = Unauthorized Surveillance 
Illegal Alien = Undocumented Immigrant
Lazy Bums   =  Unwilling To Work… https://t.co/QDuysBi6J5",0,1,28820184,sheila,liquidlaugh,CA,"Sheila❌ 👠👠USA #MAGA#PATRIOT#CONSERVATIVE TRUMP2020❌VOTER ID-
TERM LIMITS",39667,56623,,
Wed Apr 10 21:28:01 +0000 2019,1116090483502006272,By the numbers – 40 years of Canada’s Private Sponsorship of Refugees Program https://t.co/xMXsQsJMyH,1,1,160111009,Asher Hirsch,ashhirsch,signal/whatsapp +61435 292 713,senior policy advisor @ozrefugeecounc @auscrsi | lecturer and phd candidate @monashlawschool @castancentre @publiclawsi @conrep_eu | rad dad,3914,2629,,
Fri Apr 19 15:05:07 +0000 2019,1119255611236061184,Para mayor información acerca de los requisitos del programa de refugiados fuera de Canadá y sobre la manera de ini… https://t.co/tKDMJwQj9Q,4,5,2250806161,Canadá en México,EmbCanMexico,Mexico.gc.ca,Embajada de Canadá en México - English: @CanEmbMexico - Français: @AmbCanMexique,412,30525,,
Fri Apr 19 13:48:11 +0000 2019,1119236250978988032,"🇧🇪 Minister of #Asylum, #Migration, Health and Social Affairs Maggie De Block announced that #Belgium’s Immigration… https://t.co/O5lvlYRvkG",0,3,736182020875911168,Crackdown Chronicles,CrackdownReport,Turkey,A collection of human rights violations and crackdowns by the United States & European countries / TR:@BatiRaporu AR:@Crackdown_AR / Project by @BosphorusGlobal,16,1676,Asylum|Belgium|Migration,
Fri Apr 19 19:10:11 +0000 2019,1119317284126953472,Congrats @LegalAidNYC &amp; all who organized and advocated!! #icefreecourts #Immigration #ImmigrationReform… https://t.co/QWp6o6fEpC,1,3,745704649538187264,"Liz Kaufman, MA (she/her)",fresh_612,Dakota land/Twin Cities 🌏,"Creative collaborator. Organizer. Educator. Mom.
Equity & Systems Change @fsi_umn
Building @Traceorgmn
@BarnardCollege Alum
✊🏾2thePeople, ❤, & good beats 🎧",515,162,,
Fri Apr 19 21:13:01 +0000 2019,1119348196608761865,"Progressives in Canada have many good reasons to be disappointed with the Trudeau Liberal government, but the Conse… https://t.co/ghmkWGpe5Q",9,3,14181214,rabble.ca,rabbleca,"ÜT: 45.409443,-75.706236",News for the rest of us. Canada’s indie media source.,860,42967,,
Fri Apr 19 17:57:01 +0000 2019,1119298873523146754,The latest post from Sean Esbjörn-Hargens: Using a Multi-capital Approach to Design a Wisdom Economy for #Refugees… https://t.co/UwtrK4fBMt,5,3,956188647740538880,The Transform Series,Trans4mSeries,"San Francisco, CA","A gathering, a community, and series of labs equipping leaders to transform, not just sustain, the status quo. @KevinDoyleJones @NickAster +Team. #Trans4mSeries",4054,2309,,
Fri Apr 19 22:27:09 +0000 2019,1119366853283856384,#ICYMI: The only crisis at the border is the one that @realDonaldTrump has created. #LGBTQ refugees and asylum seek… https://t.co/SFsMuofNrk,2,2,16224459,Equality California,eqca,California,The nation’s largest statewide #LGBTQ+ civil rights organization. Until the work is done.,1950,34092,,
Fri Apr 19 21:58:21 +0000 2019,1119359605639921668,"On April 17, 2019 the Department of #Immigration, #Refugees and #Citizenship #Canada (#IRCC) invited 3,350 applican… https://t.co/rDWWQyCtK9",5,2,1170888913,Canada Immigration,CIS_canada,Canada,Crightney Immigration offers assistance with temporary & permanent immigration for Canada. Contact us to begin your application.,401,11193,Canada|Citizenship|IRCC|Immigration|Refugees,
Fri Apr 19 19:57:40 +0000 2019,1119329233359331330,This is so terrible. This article from @WardaShazadi in today's Toronto Star covers the cuts from the perspective o… https://t.co/rDZO6ybl0j,2,2,6427,omar,omar,toronto,,262,4564,,
Fri Apr 19 19:20:01 +0000 2019,1119319761366716417,"Join us for a panel discussion on Refugees and Migrants in America, hosted by TCC’s Global Gateway Program, April 2… https://t.co/I9jyssNZMW",2,2,112727128,TCC,GoToTCC,"Tallahassee, Florida",The official Twitter account for Tallahassee Community College. #TCCEagles | Snapchat: GoToTCC | TikTok: gototcc_,527,4295,GunViolence|refugees,
Fri Apr 19 22:43:21 +0000 2019,1119370930352947202,"@GeorgiaSisters2 @Reaproy @UN @Refugees @CNN @unhcr @Giorgi_Gogia Are you are also ""knocking down the doors"" of eve… https://t.co/45NucHI38A",3,1,888292238597398528,James Gavitt,JamesGavitt,,Child of God or random organism who invented a 'self' in his mind 🤔,553,725,,CNN|Giorgi_Gogia|Reaproy|Refugees|UN|unhcr
Sun Apr 28 19:00:50 +0000 2019,1122576422957125637,#DYK 2019 is the 40th anniversary of the Private Sponsorship of Refugees Program (PSR Program)? #ThankYouCanada and… https://t.co/9y3ZL0xAEV,62,30,91193025,IRCC,CitImmCanada,Canada,"Immigration, Refugees and Citizenship Canada. We answer questions asked from 9 a.m. Mon to 5 p.m. Fri, ET. Terms http://j.mp/1nJith2 Français @CitImmCanFR",245,394058,DYK|ThankYouCanada,
Sun Apr 28 21:45:28 +0000 2019,1122617853767643136,⁦@PeterDutton_MP⁩ gone gone gone after defends #Nauru policy -after refugees told to separate from family |… https://t.co/KWycPAgImL,5,7,3029925590,jsavill,savillj013,"Logan, Queensland, Australia","💧#MedLabScientist, Left of #QldLabor, Research Life Sciences. Follow #globalfinance #Climate, fav #BluesBands 💧Block RWNJ Welcome to my tribe 🙏🏽",4418,1740,,shanebazzi
Sun Apr 28 20:36:23 +0000 2019,1122600470932008961,"""My mum fled Somalia's civil war, now Brexit may uproot her all over again When we think about EU citizens and Brex… https://t.co/h5yV0V6PAS",4,6,142788841,Michael H.,MichaelH14,UK and 🇪🇺🇫🇷 citizen,Democratic Socialist. Internationalist.✊️🌹#Solidarité @UnitetheUnion member #Arsenal FC.,8396,10248,,TheTattooedProf
Sun Apr 28 21:03:15 +0000 2019,1122607231923392512,@PutLaborLast @billshortenmp He oversees the immigration of 10000s of immigrants every year but because he enforces… https://t.co/t0DnG7iMCX,5,3,2164393514,Buzz the Colonial Wombat 🇦🇺,Grumpyoldwombat,"Queensland, Australia","I use satire to stir to lwnjs, sjws, ALP, Greens woke folk and Vegans.  Retired soldier, grandfather. I tell it like it is, not what you want to hear.",459,1022,,billshortenmp
Sun Apr 28 22:40:02 +0000 2019,1122631586967638016,Ireland only took half the EU average of refugees last year. That’s not nearly good enough for such a rich European… https://t.co/Xac2BTVoCQ,19,2,754137890117091328,GOD HATES FLAGS,vanillatary,EU,🇪🇺,2656,4557,,
Sun Apr 28 20:56:59 +0000 2019,1122605653518843904,"“By 2050, more than 140 million people could be climate refugees, according to the World Bank. In our hemisphere, t… https://t.co/h4XYciknSu",1,2,798547004477599744,Lindsey Boylan,LindseyBoylan,"New York City, NY",Mom. Progressive New Yorker fighting 4 a Livable City. Fmr State Govt Official & Urban Planner. Candidate 4 Manhattan Borough Prez. (She/Her),4602,33588,,
Sun Apr 28 22:49:38 +0000 2019,1122634001464774656,Ignorance &amp; Immigration. This Evil Crap Makes me Sad &amp; Angry 😡😡 https://t.co/8q6ei2PNBw,3,2,1060086562652733440,Conrad DP,conrad_dp,"Sydney,Singapore,FLKeys,Monaco","#MAGA #TRUMP2020 Moving to #Parler Ex Int Banker,L.L.M,Yachtie,Surf,RaceCars,💯Major Trump Supporter,Australian American🇦🇺🇺🇸 @realDonaldTrump #POTUS #KAG",9214,8814,,
Sun Apr 28 21:30:17 +0000 2019,1122614032639377414,The topic of #immigration and refugees can be tough to talk about with your little ones. Where do you begin? Start… https://t.co/My32eEzeF7,5,2,36177358,Moms Meet,MomsMeet,USA,Become a mom ambassador to sample healthy products for free! Connecting parents who want to support one another in leading healthier lifestyles!,765,20452,immigration,
Sun Apr 28 23:25:35 +0000 2019,1122643049518182405,"Undocumented means he’s not legally in the country. 

What part of “illegal immigrant” do you have trouble with? https://t.co/BLIGVcZ3No",11,1,41410702,RBe,RBPundit,The United States of America,"I’m not on your team. Also, 8/2(2+2)=16 even if it hurts your feelings.

https://twitter.com/RBPundit/status/1321817477001682948",2345,34540,cdnimm|immigration,
Sun Apr 28 22:06:55 +0000 2019,1122623254965911553,@EpochTimes The Pope has to support migrants &amp; poor people w/ zero judgement. It’s God’s mandate &amp; the Popes job. O… https://t.co/oTBhw9swn5,2,1,137131074,Shelly Lopes,shellielopez,Miami,"God is my King and I trust in His plan. Our Lady of All Nations, Pray for us.  Parler: ShellieLopez",5000,3918,,
Wed May 01 20:41:37 +0000 2019,1123688950198091777,"NEW AT FIVE: Feds say illegal immigrant bought mansion, fancy cars, by dodging taxes and talking advantage of other… https://t.co/ErmI46RKh1",10,8,106861339,Tom Regan,tomreganWSB,"Atlanta, GA",If you have any news tips please tweet or email me. tom.regan@wsbtv.com Thanks!,440,5767,,
Wed May 01 19:01:16 +0000 2019,1123663696239169537,Compartimos información sobre asilo y refugio en Canadá. Para mayores informes visita: https://t.co/VvnzNECfdd… https://t.co/OEJv5i3Jvh,4,7,1564108213,ConsulMexMon,ConsulMexMon,"Quebec, Canadá",Consulado General de México en Montreal,1273,2269,,
Wed May 01 22:00:28 +0000 2019,1123708791835570176,"116th Express Entry Draw: May 1, 2019 - 3,350 candidates with a CRS of 450+ are being issued Invitations to Apply f… https://t.co/paZVuar0Be",0,7,3957686375,CBA Immigration Law,CBAImmigration,Canada,We are the CBA National Immigration Law Section. | Nous sommes la section de droit l'immigration et citoyenneté de l'ABC. #cdnimm,983,5585,,
Wed May 01 19:34:18 +0000 2019,1123672011174240256,Irish immigration activists braved the frigid Chicago cold this weekend to hold a rally in solidarity with immigran… https://t.co/CWZxmVZwZg,3,4,351347712,Maureen Fitzsimmons,mojos55,Lancashire,Give Peace a chance !,23900,25000,Haghighian|refugees,la_Biennale
Wed May 01 22:03:34 +0000 2019,1123709575373492230,"Comprehensive Ranking System (CRS) score distribution of candidates in the Express Entry pool as of April 26, 2019… https://t.co/HOg92CpcwV",1,4,3957686375,CBA Immigration Law,CBAImmigration,Canada,We are the CBA National Immigration Law Section. | Nous sommes la section de droit l'immigration et citoyenneté de l'ABC. #cdnimm,983,5585,,
Wed May 01 21:42:20 +0000 2019,1123704229011566592,“He amassed a collection of expensive cars.” Feds say illegal immigrant business owner lived the high life by stiff… https://t.co/U8Kz08R3E4,3,3,106861339,Tom Regan,tomreganWSB,"Atlanta, GA",If you have any news tips please tweet or email me. tom.regan@wsbtv.com Thanks!,440,5767,,
Wed May 01 23:22:52 +0000 2019,1123729529862856707,Focus Canada – Spring 2019: Canadian public opinion about #immigration and refugees https://t.co/E8C6wopeka #cdnimm… https://t.co/6eWDiCMbGC,0,1,441311925,Alireza Ahmadian,ahmadianalireza,West Vancouver,"Producer & Host of Review on @SpiceRadioVan| #cdnpoli,#cdnimm,#bcpoli,#Iran| non-partisan |Alumni @UBC @SOAS|Written Op-Eds 4 @FPA_ORG @NewCdnMedia @bbcpersian",2158,993,cdnimm|immigration,
Wed May 01 19:59:53 +0000 2019,1123678446075486209,Opinion: This is the end of asylum for refugees as we know it in the US - If you didn't understand Trump's white su… https://t.co/ZRsBMX3GGy,0,0,629899819,Glenn Tecker,glenntecker,Yardley Pa.,"Chairman & Co-CEO -Tecker International -a multinational firm assisting organizations in leadership & strategy. Horse rescuer,re-trainer & trail rider.",53,418,cdnpoli|hw,
Wed May 01 19:44:57 +0000 2019,1123674691087081472,RT @ConsulMexMon: Compartimos información sobre asilo y refugio en Canadá. Para mayores informes visita: https://t.co/VvnzNECfdd #MéxicoGlo…,0,0,292323639,Wendi C. Velarde,WVelarde,México,Catlover,555,135,,TheTattooedProf
Wed May 01 19:45:05 +0000 2019,1123674723869700097,"@realDonaldTrump Great job, now fix this illegal immigration issue,and the refuges. Why are the refugees and illega… https://t.co/Ptrd2m2N6H",0,0,1534619965,richard burleson,blueman068,North Carolina,"Southern by birth, Free by the grace of God",90,32,,TheTattooedProf
Fri May 10 21:30:00 +0000 2019,1126962616331464704,"Since the beginning of his presidency, Trump and top advisers have portrayed refugees and asylum seekers as a risky… https://t.co/2c2tbh2UIa",12,9,19034656,The Center for Public Integrity,publicintegrity,"Washington, D.C.","One of America's oldest, Pulitzer-winning nonprofit newsrooms. Sign up for our weekly Watchdog newsletter. 👉 https://publicintegrity.org/about/subscribe/",3135,128400,,
Fri May 10 22:06:57 +0000 2019,1126971916080898048,Legality of detention: Supreme Court Canada [Chhina] rules immigration detainees can apply to provincial superior c… https://t.co/8INGkKn9Jr,3,3,379871110,Legal Affairs Canada,LawScribes,Toronto Canada Scotland,"Focused on Supreme Court Canada plus law rights privacy criminal justice lawyers and mental health. From @RicksDesk LLB LAW uOttawa.
🍁🇨🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧⚖",1699,6587,,
Fri May 10 22:26:06 +0000 2019,1126976733276704769,Mediterranea defiant as Italy impounds refugee rescue ship: Crew of Mare Jonio face criminal investigation for 'pro… https://t.co/4r9Jb4HmsD,0,1,1898083759,Ultrascan HUMINT,ultrascanhumint,,Liaison Reliable Primary #HUMINT Sources - Money Laundering - Organized Crime and the Nexus Terrorism - #security #terrorism - http://ultrascan-research.com,1782,3494,GunViolence|refugees,
Fri May 10 23:05:04 +0000 2019,1126986541102968837,Clients of a lending program that started in #SanDiego at a refugee resettlement agency are more likely to pay back… https://t.co/f4GQa76Yca,0,1,705109379410845696,Superior Lawyers,SuperiorLawyers,"San Diego, CA",#Immigration #Naturalization #Deportation #Citizenship #Visa #Lawyer #GreenCard #DACA #ImmigrationCourt #SanDiego #Law #Attorney #Immigrant 619-308-6398,2044,2187,,CandiceMalcolm|TrueNorthCentre
Fri May 10 21:42:39 +0000 2019,1126965799330242560,"@Raziel6490 @FineGael If they are genuine refugees I've no problem, the issue is the EU expanded the definition of… https://t.co/13ALaFKKYo",1,0,532446073,Deco Morgan,DecoMorgan,Ireland,C'est La Vie,113,38,cdnpoli|hw,
Fri May 10 21:32:27 +0000 2019,1126963233405927425,RT @LizSly: There are 6 million Syrian refugees worldwide. Last year the US admitted 62 of them. Refugee admissions are at their lowest in…,0,0,104016117,Jake Godin,JakeGodin,"Washington, DC","Producer, @Newsy + @bellingcat Series | Email: jakegodin@newsy.com | Practitioner of #OSINT",2564,5001,,
Fri May 10 21:36:08 +0000 2019,1126964159936114688,"@MyNameIsBrianEh @DEh40720169bot @JustinTrudeau You can look up immigration rules, regulations, and applications on… https://t.co/iAFuMKnf1L",0,0,83916695,stephen mills,jogginsboy,"Sydney, Nova Scotia","forward, pilgrim",4234,2469,,TheTattooedProf
Fri May 10 21:37:08 +0000 2019,1126964412986920960,RT @JMPSimor: My @Anna_Soubry is so brave.  Just watch her on @bbcquestiontime being interrupted and stopped by Fiona Bruce and Nigel Farag…,0,0,39245178,Alistair Smith,Alistair61,,"Rapidly turning into Victor Meldrew. Exile, Surrey Commuter, Parent. SJFC, LSFC, social democrat, optimist, progressive, Scotland. All views are my own.",677,267,,TheTattooedProf
Fri May 10 21:37:18 +0000 2019,1126964456112644097,"RT @PublicI: Since the beginning of his presidency, Trump and top advisers have portrayed refugees and asylum seekers as a risky, undesirab…",0,0,122825865,Weezie Proud Resister,itsweezie,,"No DM, please. #Libtard #Biden2020 #Liberal #Progressive  #UniteBlue   #VoteTheGOPOut #TheResistance #Indivisible",8132,7443,,axidentaliberal
Fri May 10 21:39:27 +0000 2019,1126964995730825216,"Did @VP tell @realDonaldTrump that refugees have paid more into the US economy than Trump has? 
 https://t.co/uIjrMAWYv7",1,0,122825865,Weezie Proud Resister,itsweezie,,"No DM, please. #Libtard #Biden2020 #Liberal #Progressive  #UniteBlue   #VoteTheGOPOut #TheResistance #Indivisible",8132,7443,,
Sun May 19 23:31:20 +0000 2019,1130254643701772289,"@CandiceMalcolm @TrueNorthCentre Trudeau added, “We continue to pursue our policies of openness towards immigration… https://t.co/EG9LFt0oCK",4,3,21929652,Jay Kowal,jaycola,"Thornhill, Ontario","Sales Rep Forest Hill Real Estate Proud Canadian, Toronto lover & urban enthusiast,  Husband, father of 2, shares and likes are not an endorsement.🇨🇦",3034,1278,,CandiceMalcolm|TrueNorthCentre
Sun May 19 21:45:59 +0000 2019,1130228131745415168,"@charliekirk11 And you know what's ironic those illegal immigrants pay taxes, and Donald Trump doesn't.

For 8 year… https://t.co/9h3oIo8QyS",0,2,588494273,William 🎖️✝️Joe Biden elected 46th president USA,WilliangelF,"Florida, USA","Proud USAF Veteran  

We are ALL equal under God's eyes, no religion, or race is superior to the other, God loves us ALL equally. We need to end Citizens United",2149,1278,,TheTattooedProf
Sun May 19 23:58:30 +0000 2019,1130261479079534597,"RT @RagingGayCons: I reject the term ""undocumented immigrant.""

The U.S. offers a system to enter our country LEGALLY &amp; ultimately become a…",0,0,1097995507803344897,Nate B.,alpha_wolfen,"Wisconsin, USA","🇺🇸🐺🇺🇸
Just trying to get by peacefully in a hostile world",1142,900,Asylum|DontLookAway|FascismIsHere|HomesInstead|Immigration|Refugees|htt|migrants,
Sun May 19 22:11:02 +0000 2019,1130234436086304769,"@GeoffSm94001183 @Shimoaoi Boris Johnson and the rest of Vote Leave.

A poster with Syrian refugees, which illegal… https://t.co/djrsONoder",0,0,909977053,🤍 Jօɾìʂ ѵąղ ժҽղ βɾօҽҟ 🖤,Honorenji,European Union,"LOML: @Shimoaoi Game Dev: @_Lunatinc 🧡🐰💜🐰
♈Sun ♐Moon ♑Rising ♒Venus",131,166,,POTUS|cs00582sc
Sun May 19 21:32:01 +0000 2019,1130224617065451520,"RT @GARYHARTMAN: @jimsciutto Donald J. Trump employed a crew of 200 undocumented Polish workers who worked in 12-hour shifts, without glove…",0,0,1164062935,jessica tate❤️❤️🔪🔪As The Wig Turns,TheJessicaTate,,Professional snarker and Hair guru in Austin Tx. Death Cults are not religions. Play polite in my mentions or you’ll be dissed and blocked pronto.,2937,2874,,
Sun May 19 21:34:55 +0000 2019,1130225346945536001,RT @RachelMcGonagi1: @matt_cam DOD assures us that the military is just going to build these SIX concentration camps for refugees. The troo…,0,0,134222334,Caroline Christensen,ccaspen,aspen,"I am all about my town, Aspen, including some fun real estate tidbits from this crazy market. Snow conditions too! oh, and lots of politics/ sign of the times!",962,801,,TheTattooedProf
Sun May 19 21:46:56 +0000 2019,1130228369466044416,"RT @LMDiplo: Australian voters have reelected Scott Morrison’s conservative coalition. In 2014, then immigration minister Morrison announce…",0,0,1088134274522537984,Audon. Cynor***\*****,CazalsPaule,,,372,104,,axidentaliberal
Sun May 19 21:48:24 +0000 2019,1130228739533627393,"RT @WilliangelF: @charliekirk11 And you know what's ironic those illegal immigrants pay taxes, and Donald Trump doesn't.

For 8 years betwe…",0,0,1055215090398650370,MargaretChaseSmith,MargaretChaseS2,,"TRUMP is Putin's bitch

The 1% is robbing you blind!",2736,2675,,
Sun May 19 21:49:11 +0000 2019,1130228934703046657,RT @RickMcConnell15: This is a last stab in the backs of Canadians by Trudeau and his immigration minister. Cheered on by the Star and the…,0,0,1534605451,Dances with Chihuaha,BjLong55,Canada,Secret sunflower planter in honor of sons who have gone too soon;love my little Furbabies  BigC survivor MCGA👊,2114,1481,,WhitehallSeries
Sun May 19 21:55:01 +0000 2019,1130230403636219904,RT @RachelMcGonagi1: @matt_cam DOD assures us that the military is just going to build these SIX concentration camps for refugees. The troo…,0,0,760653498442670080,☀️彡 ℓιℓ мιѕѕ ѕυиѕнιиє 彡☀️,G_Love_Mom,Dystopia,VOTE 🗳 PEOPLE!  #BidenHarris2020 #TheFutureIsFemale #ProbablyHigh            🏳️‍🌈 💜,3164,2097,,axidentaliberal
Tue May 28 23:03:24 +0000 2019,1133509102070632449,.@AndrewScheer says he would restore fairness and faith in the integrity of Canada's immigration system by cracking… https://t.co/umsqNRJoRl,198,50,373683618,Power & Politics,PnPCBC,Ottawa,"Breaking news and updates from the team at CBC News Network's Power & Politics, hosted by @VassyKapelos.",474,215504,,AndrewScheer
Tue May 28 22:10:21 +0000 2019,1133495755010977792,More @cbcnews Scheer vows crackdown on those trying to 'game' Canada's refugee system. https://t.co/kvevSSgjT1 #cdnpoli,40,14,19038934,CBC News Alerts,CBCAlerts,Toronto,"Breaking national and international news alerts from CBC News, Canada's TV, radio, online and social media news leader.",367,1331463,,
Tue May 28 23:02:53 +0000 2019,1133508973967974401,Here's how CPC and #AndrewScheer see our fellow human beings looking for sanctuary in our beautiful country built o… https://t.co/rGBZhWf5oV,16,10,3163148070,Tracey 😍 🇨🇦 👁️‍🗨️#IamAwitness 🌈 ally #BLM,mustangmadd,Greater Vancouver,"PRAGMATIC PROG
ATHEIST #MyBodyMyChoice
BLOCK:
MAGA MCGA RACISTS BIGOTS MISOGYNISTS  lottery Bitcoin porn n lonely ♥️ trolls
#FuckTrump 
#GunControl
#TeamTrudeau",3807,6550,,shanebazzi
Tue May 28 23:30:08 +0000 2019,1133515829562281985,Conservative Leader Andrew Scheer says he would restore compassion and fairness to economic-focused immigration.… https://t.co/wK2aWtORg1,81,7,6433472,CBC News,CBCNews,Canada,"Canadian breaking news and analysis from CBCNews.ca, TV and radio.",1221,3020374,,
Tue May 28 22:16:21 +0000 2019,1133497261768478720,Scheer vows crackdown on those trying to 'game' Canada's refugee system https://t.co/AUTOHknYFs #hw #cdnpoli https://t.co/8DCJYXsots,15,4,74186967,CBC Politics,CBCPolitics,"Ottawa, CANADA",The CBC's Parliamentary Bureau on Twitter (photo: Patrick Morrell/CBC),303,224988,cdnpoli|hw,
Tue May 28 22:21:47 +0000 2019,1133498629128278016,"@MaryamMonsef So long, sweetheart!
https://t.co/k2PQ9jMbRR",12,3,927669174624649216,Gunner Jingo,GunnerJingo,Pre-Separation West,"✝️
🆎🐀
Partisan hack in search of a party. Pronouns: F/U",1450,794,,
